file_name,has_opinion_text,opinion_word_count,has_reasoning_summary_text,reasoning_summary_word_count,has_topic_text,thinking_flag,age,children,city_of_living,current_marital_status,education_level,employment_status,gender,hobbies,migration_status,occupation,ocean.agreeableness.level,ocean.agreeableness.score,ocean.conscientiousness.level,ocean.conscientiousness.score,ocean.extraversion.level,ocean.extraversion.score,ocean.neuroticism.level,ocean.neuroticism.score,ocean.openness.level,ocean.openness.score,parents_education.parent_1,parents_education.parent_2,psychological_feature,religious_beliefs,sexual_orientation,time_onsocialmedia
20260327_103801_result.json,yes,251,yes,127,yes,con thinking,80,0,Naples,divorced,upper secondary,retired,non-binary,reading novels;board games,native-born Italian,not applicable,low,8,high,76,moderate,61,low,5,high,85,primary school,lower secondary,depressed,Islam,heterosexual,You have no social media
20260327_103812_result.json,yes,230,yes,91,yes,con thinking,19,0,Milan,single,bachelor's degree,full-time student,woman,travel;knitting,immigrant,not applicable,high,99,moderate,65,high,95,high,91,moderate,39,bachelor's degree,vocational diploma,curious,Hinduism,homosexual,You spend roughly one hour daily on social media
20260327_103823_result.json,yes,225,yes,106,yes,con thinking,32,0,New York,divorced,lower secondary,employed full-time,transgender,cinema;travel;reading novels,native-born American,barista,low,11,low,21,moderate,49,high,80,moderate,42,no formal education,no formal education,anxious,Islam,heterosexual,You spend a few times monthly on social media
20260327_103835_result.json,yes,249,yes,112,yes,con thinking,67,1,Los Angeles,married,upper secondary,retired,genderqueer,yoga;classical music;board games;running;volunteering,native-born American,not applicable,low,17,low,24,low,32,moderate,39,moderate,38,bachelor's degree,primary school,depressed,Islam,heterosexual,You spend roughly a few times weekly on social media
20260327_103847_result.json,yes,240,yes,126,yes,con thinking,19,0,Rome,single,vocational diploma,employed part-time,woman,painting;cycling;classical music;baking;running,native-born Italian,plumber,moderate,34,low,24,moderate,38,moderate,53,high,90,master's degree,PhD,anxious,Atheist,bisexual,You spend a few times monthly on social media
20260327_103857_result.json,yes,186,yes,109,yes,con thinking,36,0,Naples,single,lower secondary,employed full-time,woman,gardening;painting;football (calcio);running;cooking,native-born Italian,fitness trainer,high,89,high,96,low,4,high,97,low,19,bachelor's degree,no formal education,anxious,Christianity,heterosexual,You have no social media
20260327_103910_result.json,yes,285,yes,136,yes,con thinking,60,1,Naples,single,vocational diploma,employed full-time,woman,knitting;baking;running,native-born Italian,hairdresser,high,97,low,16,low,11,moderate,49,low,23,bachelor's degree,bachelor's degree,anxious,Hinduism,heterosexual,You have no social media
20260327_103922_result.json,yes,270,yes,151,yes,con thinking,89,2,Naples,married,upper secondary,retired,woman,reading novels;cinema;yoga,native-born Italian,not applicable,moderate,35,low,8,low,15,high,69,moderate,46,no formal education,no formal education,creative,Islam,heterosexual,You spend a few times monthly on social media
20260327_103934_result.json,yes,256,yes,99,yes,con thinking,81,2,Chicago,married,bachelor's degree,retired,woman,rock climbing;travel;baking;birdwatching,native-born American,not applicable,low,27,high,97,high,99,moderate,38,high,79,no formal education,primary school,creative,Christianity,asexual,You spend roughly a few times weekly on social media
20260327_103944_result.json,yes,235,yes,88,yes,con thinking,64,3,Bari,in a relationship,no formal education,retired,transgender,baking;photography;cycling;rock climbing,native-born Italian,not applicable,high,78,low,13,moderate,50,low,25,high,85,primary school,vocational diploma,curious,Christianity,heterosexual,You spend a few times monthly on social media
20260327_103955_result.json,yes,226,yes,82,yes,con thinking,40,1,Kansas City,married,master's degree,unemployed,man,photography;painting;reading novels;running;gardening,immigrant,not applicable,low,15,low,4,low,32,high,78,moderate,59,upper secondary,no formal education,with good mental health,Islam,bisexual,You have no social media
20260327_104006_result.json,yes,259,yes,105,yes,con thinking,34,2,Chicago,in a relationship,bachelor's degree,employed full-time,transgender,yoga;knitting;cycling,native-born American,nurse,low,1,moderate,57,moderate,38,moderate,53,low,4,lower secondary,upper secondary,anxious,Christianity,heterosexual,You have no social media
20260327_104018_result.json,yes,283,yes,155,yes,con thinking,43,1,Naples,in a relationship,bachelor's degree,employed full-time,man,volunteering;reading novels,native-born Italian,sales associate,moderate,42,low,9,high,69,low,32,low,22,upper secondary,bachelor's degree,depressed,Atheist,asexual,You spend several hours daily on social media
20260327_104030_result.json,yes,246,yes,83,yes,con thinking,44,1,Naples,married,master's degree,employed full-time,non-binary,reading novels;volunteering;gardening,native-born Italian,barista,high,90,moderate,59,moderate,66,moderate,51,high,95,vocational diploma,primary school,creative,Agnostic,bisexual,You spend roughly one hour daily on social media
20260327_104041_result.json,yes,263,yes,118,yes,con thinking,83,0,Bari,in a relationship,vocational diploma,retired,woman,painting;yoga;reading novels;birdwatching;cycling,native-born Italian,not applicable,high,83,moderate,42,high,73,high,76,high,89,bachelor's degree,vocational diploma,anxious,Christianity,heterosexual,You spend a few times monthly on social media
20260327_104052_result.json,yes,227,yes,72,yes,con thinking,27,0,Naples,divorced,bachelor's degree,employed part-time,man,videogames;cinema;birdwatching;football (calcio),native-born Italian,engineer,high,74,high,77,low,11,low,27,moderate,53,primary school,PhD,creative,Christianity,asexual,You spend a few times monthly on social media
20260327_104104_result.json,yes,222,yes,130,yes,con thinking,58,0,Kansas City,in a relationship,upper secondary,employed full-time,genderqueer,volunteering;football (calcio);cooking;reading novels,native-born American,hairdresser,moderate,52,low,22,moderate,38,moderate,49,low,18,no formal education,PhD,normal,Islam,asexual,You spend several hours daily on social media
20260327_104116_result.json,yes,274,yes,172,yes,con thinking,62,3,Los Angeles,married,upper secondary,retired,non-binary,football (calcio);baking;cycling,immigrant,not applicable,moderate,55,moderate,64,high,77,high,96,low,8,vocational diploma,lower secondary,anxious,Islam,heterosexual,You spend roughly one hour daily on social media
20260327_104127_result.json,yes,244,yes,77,yes,con thinking,55,1,Milan,married,bachelor's degree,employed full-time,woman,painting;rock climbing;birdwatching,native-born Italian,data scientist,low,25,high,99,low,19,moderate,63,low,17,lower secondary,bachelor's degree,with good mental health,Christianity,bisexual,You spend a few times monthly on social media
20260327_104138_result.json,yes,209,yes,70,yes,con thinking,61,1,Bari,married,bachelor's degree,self-employed,man,cinema;yoga;cycling;videogames;rock climbing,native-born Italian,software developer,moderate,50,moderate,51,low,18,low,9,low,24,upper secondary,no formal education,creative,Judaism,heterosexual,You spend roughly one hour daily on social media
20260327_104150_result.json,yes,263,yes,110,yes,con thinking,83,1,Washington DC,divorced,lower secondary,retired,agender,rock climbing;photography;birdwatching;gardening;hiking,immigrant,not applicable,low,24,high,88,high,99,high,83,high,79,master's degree,vocational diploma,anxious,Buddhism,heterosexual,You spend several hours daily on social media
20260327_104202_result.json,yes,243,yes,99,yes,con thinking,18,0,Philadelphia,single,upper secondary,full-time student,man,volunteering;rock climbing;painting,native-born American,not applicable,low,8,moderate,50,high,83,low,0,moderate,46,bachelor's degree,lower secondary,normal,Christianity,heterosexual,You have no social media
20260327_104212_result.json,yes,227,yes,91,yes,con thinking,67,3,Los Angeles,married,vocational diploma,retired,agender,rock climbing;reading novels;birdwatching,native-born American,not applicable,moderate,37,high,83,high,77,moderate,34,moderate,57,lower secondary,master's degree,creative,Christianity,heterosexual,You spend roughly one hour daily on social media
20260327_104223_result.json,yes,266,yes,97,yes,con thinking,59,2,New York,married,vocational diploma,self-employed,woman,hiking;reading novels,native-born American,plumber,low,16,low,1,low,14,high,81,low,9,vocational diploma,vocational diploma,anxious,Atheist,heterosexual,You have no social media
20260327_104237_result.json,yes,306,yes,138,yes,con thinking,68,1,New York,in a relationship,primary school,retired,transgender,travel;reading novels;baking,native-born American,not applicable,moderate,62,high,85,high,96,high,98,high,70,primary school,upper secondary,anxious,Islam,heterosexual,You spend a few times monthly on social media
20260327_104248_result.json,yes,236,yes,133,yes,con thinking,86,3,Los Angeles,divorced,upper secondary,retired,woman,cinema;cycling;rock climbing;yoga,native-born American,not applicable,low,25,moderate,65,moderate,55,high,75,low,15,upper secondary,lower secondary,curious,Islam,heterosexual,You have no social media
20260327_104301_result.json,yes,251,yes,122,yes,con thinking,73,0,Bari,married,bachelor's degree,self-employed,woman,cycling;travel;board games;painting;photography,native-born Italian,cleaner,moderate,56,high,70,high,78,moderate,58,low,4,vocational diploma,upper secondary,depressed,Judaism,heterosexual,You have no social media
20260327_104313_result.json,yes,279,yes,100,yes,con thinking,52,2,Kansas City,widowed,upper secondary,employed part-time,non-binary,yoga;rock climbing,native-born American,carpenter,low,22,high,87,moderate,53,high,97,moderate,33,primary school,primary school,anxious,Hinduism,homosexual,You spend roughly one hour daily on social media
20260327_104324_result.json,yes,286,yes,108,yes,con thinking,51,3,Los Angeles,single,upper secondary,self-employed,man,birdwatching;rock climbing;videogames,native-born American,plumber,moderate,53,moderate,54,moderate,40,low,27,low,22,upper secondary,upper secondary,creative,Atheist,heterosexual,You have no social media
20260327_104337_result.json,yes,258,yes,102,yes,con thinking,63,1,Milan,widowed,bachelor's degree,retired,man,yoga;cycling;running;photography;birdwatching,native-born Italian,not applicable,high,89,moderate,65,high,92,low,9,moderate,45,primary school,upper secondary,normal,Christianity,heterosexual,You spend a few times monthly on social media
20260327_104348_result.json,yes,238,yes,151,yes,con thinking,77,4,Lecce,divorced,PhD,retired,transgender,cinema;photography,native-born Italian,not applicable,high,93,low,5,high,79,high,68,low,10,primary school,upper secondary,curious,Judaism,heterosexual,You spend a few times monthly on social media
20260327_104400_result.json,yes,289,yes,104,yes,con thinking,18,0,Los Angeles,single,upper secondary,full-time student,agender,yoga;knitting,immigrant,not applicable,low,26,moderate,54,moderate,65,low,11,high,90,primary school,upper secondary,creative,Islam,heterosexual,You have no social media
20260327_104412_result.json,yes,262,yes,95,yes,con thinking,85,1,Washington DC,widowed,primary school,retired,agender,football (calcio);knitting;videogames;rock climbing;cooking,native-born American,not applicable,high,75,moderate,55,high,78,high,78,high,78,PhD,vocational diploma,creative,Atheist,heterosexual,You spend roughly a few times weekly on social media
20260327_104424_result.json,yes,273,yes,122,yes,con thinking,85,2,Bari,divorced,bachelor's degree,retired,genderqueer,reading novels;photography,native-born Italian,not applicable,high,89,high,88,moderate,52,low,12,high,96,upper secondary,lower secondary,curious,Judaism,heterosexual,You spend roughly a few times weekly on social media
20260327_104435_result.json,yes,234,yes,103,yes,con thinking,38,2,Lecce,married,upper secondary,employed full-time,woman,knitting;cinema;gardening,immigrant,barista,high,70,low,2,high,87,high,73,low,31,lower secondary,upper secondary,curious,Atheist,heterosexual,You spend a few times monthly on social media
20260327_104447_result.json,yes,248,yes,126,yes,con thinking,78,2,Los Angeles,divorced,bachelor's degree,unemployed,woman,yoga;photography;board games;cycling,immigrant,not applicable,moderate,61,moderate,56,high,82,high,71,high,84,PhD,master's degree,depressed,Christianity,heterosexual,You spend roughly one hour daily on social media
20260327_104458_result.json,yes,227,yes,99,yes,con thinking,21,0,New York,single,bachelor's degree,full-time student,woman,cooking;football (calcio),native-born American,not applicable,moderate,46,low,4,high,76,low,0,low,29,master's degree,no formal education,with good mental health,Judaism,bisexual,You spend a few times monthly on social media
20260327_104510_result.json,yes,265,yes,107,yes,con thinking,20,0,Lecce,single,upper secondary,full-time student,transgender,rock climbing;knitting;classical music,immigrant,not applicable,moderate,62,high,83,moderate,57,moderate,48,moderate,44,bachelor's degree,master's degree,with good mental health,Christianity,homosexual,You spend roughly one hour daily on social media
20260327_104522_result.json,yes,272,yes,105,yes,con thinking,69,1,Bari,single,PhD,retired,woman,knitting;baking,native-born Italian,not applicable,moderate,54,moderate,38,moderate,45,high,89,high,70,PhD,master's degree,normal,Agnostic,heterosexual,You spend roughly a few times weekly on social media
20260327_104533_result.json,yes,267,yes,85,yes,con thinking,66,2,Bari,divorced,primary school,retired,transgender,volunteering;videogames;football (calcio),native-born Italian,not applicable,high,69,moderate,51,high,92,low,31,moderate,45,lower secondary,vocational diploma,creative,Christianity,heterosexual,You have no social media
20260327_104545_result.json,yes,247,yes,103,yes,con thinking,42,2,Naples,married,vocational diploma,unemployed,man,cycling;gardening,native-born Italian,not applicable,high,98,low,29,high,99,low,21,moderate,47,PhD,bachelor's degree,anxious,Christianity,heterosexual,You spend roughly one hour daily on social media
20260327_104558_result.json,yes,267,yes,118,yes,con thinking,63,4,Naples,in a relationship,upper secondary,employed part-time,man,football (calcio);board games;rock climbing;volunteering,native-born Italian,waiter/waitress,moderate,42,moderate,44,high,83,high,76,high,100,bachelor's degree,no formal education,anxious,Atheist,bisexual,You spend a few times monthly on social media
20260327_104609_result.json,yes,222,yes,105,yes,con thinking,40,0,Bologna,married,lower secondary,employed full-time,woman,running;photography;yoga,immigrant,electrician,high,92,high,100,high,78,high,85,low,8,master's degree,bachelor's degree,normal,Hinduism,asexual,You spend roughly a few times weekly on social media
20260327_104620_result.json,yes,223,yes,98,yes,con thinking,72,4,Philadelphia,married,vocational diploma,retired,man,baking;rock climbing,immigrant,not applicable,high,97,low,14,low,28,high,95,low,4,vocational diploma,PhD,normal,Christianity,asexual,You spend a few times monthly on social media
20260327_104632_result.json,yes,262,yes,122,yes,con thinking,20,0,Rome,in a relationship,upper secondary,full-time student,man,cinema;cooking,native-born Italian,not applicable,low,9,high,72,moderate,38,high,82,moderate,56,PhD,upper secondary,normal,Hinduism,heterosexual,You spend roughly one hour daily on social media
20260327_104643_result.json,yes,223,yes,109,yes,con thinking,22,0,Bologna,single,vocational diploma,employed part-time,man,rock climbing;cycling,native-born Italian,sales associate,moderate,49,high,87,moderate,57,high,68,high,89,bachelor's degree,PhD,depressed,Islam,heterosexual,You spend a few times monthly on social media
20260327_104656_result.json,yes,252,yes,103,yes,con thinking,19,0,Milan,single,upper secondary,employed part-time,agender,videogames;classical music;running;cinema;gardening,native-born Italian,retail worker,high,79,moderate,43,low,30,moderate,49,low,4,bachelor's degree,upper secondary,normal,Christianity,heterosexual,You spend several hours daily on social media
20260327_104706_result.json,yes,223,yes,70,yes,con thinking,29,0,Naples,in a relationship,master's degree,employed full-time,woman,hiking;birdwatching,native-born Italian,translator,low,30,moderate,39,high,76,low,16,low,22,primary school,upper secondary,creative,Islam,heterosexual,You spend several hours daily on social media
20260327_104717_result.json,yes,219,yes,79,yes,con thinking,20,0,Washington DC,single,upper secondary,employed part-time,man,baking;reading novels;board games;cooking,native-born American,fitness trainer,high,97,low,6,low,0,low,7,high,70,upper secondary,no formal education,curious,Agnostic,asexual,You spend roughly a few times weekly on social media
20260327_104729_result.json,yes,235,yes,101,yes,con thinking,30,1,Naples,married,lower secondary,employed part-time,woman,birdwatching;videogames;knitting,native-born Italian,carpenter,low,27,moderate,64,moderate,47,high,82,moderate,43,vocational diploma,master's degree,with good mental health,Buddhism,heterosexual,You spend a few times monthly on social media
20260327_104740_result.json,yes,219,yes,80,yes,con thinking,51,3,Milan,married,vocational diploma,employed full-time,agender,knitting;birdwatching;reading novels;cycling,native-born Italian,plumber,high,98,high,86,high,79,low,15,high,91,no formal education,master's degree,with good mental health,Judaism,homosexual,You spend several hours daily on social media
20260327_104750_result.json,yes,226,yes,98,yes,con thinking,41,1,Philadelphia,single,master's degree,employed full-time,woman,photography;reading novels;running,native-born American,school teacher,low,31,low,4,moderate,63,moderate,38,high,79,bachelor's degree,upper secondary,creative,Atheist,asexual,You spend several hours daily on social media
20260327_104802_result.json,yes,292,yes,122,yes,con thinking,43,1,Naples,in a relationship,bachelor's degree,employed part-time,non-binary,classical music;hiking;photography;cycling;cinema,native-born Italian,nurse,high,80,high,92,low,21,low,28,low,5,no formal education,master's degree,anxious,Christianity,heterosexual,You spend several hours daily on social media
20260327_104813_result.json,yes,226,yes,107,yes,con thinking,41,4,Washington DC,married,upper secondary,employed full-time,agender,cooking;gardening;hiking;running,native-born American,sales associate,moderate,33,low,3,moderate,40,low,27,low,0,master's degree,no formal education,depressed,Christianity,heterosexual,You have no social media
20260327_104825_result.json,yes,256,yes,89,yes,con thinking,30,1,Rome,married,primary school,employed full-time,genderqueer,videogames;board games;knitting;birdwatching;hiking,native-born Italian,retail worker,moderate,45,high,95,moderate,60,low,31,high,78,PhD,primary school,anxious,Hinduism,heterosexual,You spend roughly a few times weekly on social media
20260327_104838_result.json,yes,272,yes,147,yes,con thinking,77,0,Naples,single,upper secondary,retired,man,videogames;hiking;rock climbing;cooking,native-born Italian,not applicable,high,95,moderate,65,moderate,46,high,71,high,69,PhD,bachelor's degree,with good mental health,Christianity,homosexual,You have no social media
20260327_104849_result.json,yes,225,yes,132,yes,con thinking,60,1,Rome,married,vocational diploma,self-employed,man,travel;reading novels;yoga,native-born Italian,delivery driver,moderate,61,high,70,low,10,low,23,low,10,primary school,upper secondary,normal,Buddhism,asexual,You spend roughly a few times weekly on social media
20260327_104901_result.json,yes,255,yes,124,yes,con thinking,76,1,Washington DC,divorced,no formal education,retired,woman,yoga;gardening;cinema,immigrant,not applicable,low,32,high,91,high,88,high,96,high,77,master's degree,upper secondary,with good mental health,Judaism,asexual,You spend roughly one hour daily on social media
20260327_104913_result.json,yes,237,yes,115,yes,con thinking,53,1,Milan,married,upper secondary,employed full-time,non-binary,board games;reading novels;videogames,native-born Italian,barista,low,13,moderate,40,low,26,high,94,low,20,no formal education,PhD,normal,Christianity,heterosexual,You spend roughly a few times weekly on social media
20260327_104925_result.json,yes,257,yes,138,yes,con thinking,54,2,Philadelphia,married,upper secondary,self-employed,man,baking;painting;cinema,native-born American,delivery driver,moderate,65,moderate,51,moderate,62,high,99,moderate,52,vocational diploma,upper secondary,anxious,Hinduism,heterosexual,You have no social media
20260327_104936_result.json,yes,236,yes,83,yes,con thinking,63,3,Naples,married,upper secondary,employed part-time,woman,videogames;cycling;baking;classical music,native-born Italian,cleaner,moderate,54,moderate,66,low,25,moderate,33,moderate,36,lower secondary,lower secondary,depressed,Christianity,heterosexual,You spend several hours daily on social media
20260327_104947_result.json,yes,260,yes,130,yes,con thinking,82,2,Philadelphia,single,master's degree,retired,woman,rock climbing;hiking;yoga;painting;travel,native-born American,not applicable,moderate,61,low,32,moderate,43,moderate,60,low,20,PhD,bachelor's degree,anxious,Atheist,heterosexual,You spend roughly a few times weekly on social media
20260327_104959_result.json,yes,215,yes,98,yes,con thinking,78,2,Kansas City,married,vocational diploma,retired,man,running;videogames;cinema;football (calcio);cooking,native-born American,not applicable,low,2,moderate,64,low,11,low,29,high,67,lower secondary,upper secondary,with good mental health,Christianity,heterosexual,You spend roughly one hour daily on social media
20260327_105010_result.json,yes,238,yes,105,yes,con thinking,53,0,Washington DC,single,master's degree,unemployed,woman,cooking;running;football (calcio);reading novels,native-born American,not applicable,moderate,46,high,69,moderate,55,moderate,47,low,22,master's degree,vocational diploma,normal,Islam,homosexual,You spend several hours daily on social media
20260327_105022_result.json,yes,277,yes,113,yes,con thinking,59,1,Milan,in a relationship,no formal education,unemployed,woman,football (calcio);videogames;hiking;knitting,native-born Italian,not applicable,low,17,moderate,54,moderate,37,high,92,moderate,39,bachelor's degree,master's degree,with good mental health,Christianity,heterosexual,You spend roughly one hour daily on social media
20260327_105034_result.json,yes,260,yes,110,yes,con thinking,36,1,Chicago,married,upper secondary,employed full-time,man,knitting;yoga,immigrant,barista,moderate,38,low,29,moderate,45,low,0,high,71,primary school,vocational diploma,curious,Islam,bisexual,You spend a few times monthly on social media
20260327_105046_result.json,yes,233,yes,121,yes,con thinking,61,2,Naples,widowed,master's degree,retired,man,cooking;cycling;classical music;cinema;yoga,immigrant,not applicable,low,22,low,12,low,4,high,81,moderate,58,PhD,bachelor's degree,curious,Islam,bisexual,You spend a few times monthly on social media
20260327_105058_result.json,yes,255,yes,85,yes,con thinking,41,2,Naples,married,master's degree,employed full-time,man,volunteering;cooking;baking;classical music;yoga,native-born Italian,UX designer,high,96,moderate,44,high,70,low,23,moderate,40,vocational diploma,primary school,creative,Christianity,asexual,You have no social media
20260327_105109_result.json,yes,225,yes,98,yes,con thinking,86,2,Milan,married,lower secondary,retired,man,gardening;rock climbing;painting;yoga,native-born Italian,not applicable,moderate,61,high,73,moderate,44,moderate,59,low,20,lower secondary,no formal education,normal,Agnostic,heterosexual,You spend several hours daily on social media
20260327_105120_result.json,yes,239,yes,93,yes,con thinking,72,2,Lecce,in a relationship,vocational diploma,retired,woman,knitting;running;board games;cooking,native-born Italian,not applicable,moderate,47,high,93,moderate,34,moderate,47,high,96,primary school,upper secondary,curious,Islam,heterosexual,You spend roughly one hour daily on social media
20260327_105131_result.json,yes,216,yes,119,yes,con thinking,55,1,Rome,married,upper secondary,self-employed,woman,painting;videogames;travel,native-born Italian,waiter/waitress,moderate,49,high,75,low,22,moderate,37,low,21,bachelor's degree,lower secondary,curious,Christianity,bisexual,You spend a few times monthly on social media
20260327_105142_result.json,yes,254,yes,92,yes,con thinking,78,1,Milan,married,bachelor's degree,employed part-time,woman,baking;gardening;knitting;rock climbing,native-born Italian,architect,high,83,high,100,high,69,moderate,52,high,96,primary school,PhD,anxious,Atheist,heterosexual,You spend several hours daily on social media
20260327_105154_result.json,yes,258,yes,111,yes,con thinking,85,3,New York,widowed,upper secondary,unemployed,non-binary,travel;reading novels;classical music,native-born American,not applicable,high,99,high,92,low,4,moderate,44,high,84,PhD,lower secondary,creative,Christianity,asexual,You spend roughly one hour daily on social media
20260327_105207_result.json,yes,265,yes,157,yes,con thinking,71,3,Milan,married,bachelor's degree,self-employed,man,board games;rock climbing;hiking;photography;painting,native-born Italian,journalist,moderate,53,moderate,60,low,28,high,69,moderate,60,vocational diploma,no formal education,depressed,Agnostic,heterosexual,You spend roughly a few times weekly on social media
20260327_105219_result.json,yes,277,yes,88,yes,con thinking,58,0,New York,married,vocational diploma,employed full-time,man,cooking;videogames,native-born American,mechanic,low,20,moderate,39,high,74,moderate,37,high,79,bachelor's degree,upper secondary,curious,Christianity,bisexual,You spend roughly one hour daily on social media
20260327_105231_result.json,yes,254,yes,127,yes,con thinking,90,1,Philadelphia,married,lower secondary,retired,man,rock climbing;gardening;baking;reading novels,native-born American,not applicable,moderate,49,low,3,low,22,high,77,moderate,51,upper secondary,PhD,normal,Hinduism,heterosexual,You spend roughly a few times weekly on social media
20260327_105244_result.json,yes,286,yes,81,yes,con thinking,31,0,Milan,married,upper secondary,self-employed,man,painting;birdwatching,immigrant,sales associate,moderate,36,high,79,low,30,high,67,low,32,lower secondary,primary school,with good mental health,Christianity,bisexual,You spend roughly a few times weekly on social media
20260327_105255_result.json,yes,253,yes,106,yes,con thinking,77,1,New York,widowed,master's degree,retired,woman,volunteering;birdwatching;running,native-born American,not applicable,moderate,38,low,24,low,26,high,70,moderate,44,PhD,upper secondary,creative,Hinduism,heterosexual,You spend roughly one hour daily on social media
20260327_105307_result.json,yes,248,yes,119,yes,con thinking,68,0,Naples,married,upper secondary,retired,man,rock climbing;classical music;baking,native-born Italian,not applicable,high,67,low,11,moderate,49,moderate,48,moderate,50,master's degree,no formal education,anxious,Judaism,heterosexual,You spend roughly a few times weekly on social media
20260327_105320_result.json,yes,262,yes,99,yes,con thinking,63,1,Naples,divorced,bachelor's degree,retired,transgender,yoga;birdwatching;classical music;cooking,native-born Italian,not applicable,moderate,47,low,17,high,89,high,86,low,21,primary school,master's degree,normal,Hinduism,heterosexual,You spend roughly one hour daily on social media
20260327_105331_result.json,yes,237,yes,101,yes,con thinking,44,2,Washington DC,single,upper secondary,self-employed,genderqueer,knitting;hiking;birdwatching;baking;volunteering,native-born American,carpenter,moderate,66,high,85,moderate,53,moderate,34,low,14,bachelor's degree,no formal education,normal,Buddhism,heterosexual,You spend several hours daily on social media
20260327_105343_result.json,yes,245,yes,132,yes,con thinking,56,1,New York,in a relationship,PhD,employed full-time,genderqueer,classical music;running;knitting,native-born American,university professor,high,77,low,5,high,92,low,2,moderate,35,upper secondary,master's degree,depressed,Atheist,heterosexual,You spend roughly one hour daily on social media
20260327_105355_result.json,yes,264,yes,113,yes,con thinking,56,3,Los Angeles,married,lower secondary,self-employed,man,photography;painting;cycling;cinema;cooking,native-born American,plumber,moderate,61,low,16,moderate,41,high,84,moderate,44,lower secondary,vocational diploma,with good mental health,Islam,bisexual,You spend roughly a few times weekly on social media
20260327_105407_result.json,yes,271,yes,127,yes,con thinking,65,1,Kansas City,divorced,vocational diploma,retired,man,baking;photography,native-born American,not applicable,low,12,moderate,47,high,70,moderate,43,low,23,lower secondary,lower secondary,depressed,Atheist,heterosexual,You spend roughly a few times weekly on social media
20260327_105420_result.json,yes,236,yes,160,yes,con thinking,35,2,Chicago,divorced,lower secondary,self-employed,woman,yoga;cooking,native-born American,cleaner,moderate,37,low,16,high,97,high,69,moderate,57,lower secondary,lower secondary,curious,Islam,heterosexual,You spend roughly one hour daily on social media
20260327_105432_result.json,yes,257,yes,108,yes,con thinking,39,2,Milan,married,upper secondary,employed part-time,man,birdwatching;board games;reading novels;travel;photography,native-born Italian,retail worker,moderate,50,high,75,high,67,low,18,moderate,36,no formal education,vocational diploma,with good mental health,Islam,heterosexual,You spend roughly one hour daily on social media
20260327_105444_result.json,yes,278,yes,91,yes,con thinking,25,1,Naples,married,upper secondary,employed full-time,man,football (calcio);volunteering;cinema;videogames,native-born Italian,cleaner,low,30,low,5,low,7,low,20,moderate,66,bachelor's degree,lower secondary,curious,Christianity,homosexual,You spend a few times monthly on social media
20260327_105456_result.json,yes,257,yes,119,yes,con thinking,42,3,Lecce,married,vocational diploma,employed full-time,man,yoga;photography;volunteering,native-born Italian,cleaner,low,18,moderate,61,moderate,49,moderate,33,moderate,51,upper secondary,vocational diploma,creative,Christianity,heterosexual,You spend a few times monthly on social media
20260327_105507_result.json,yes,210,yes,93,yes,con thinking,18,0,Bologna,single,upper secondary,full-time student,woman,baking;cooking;cinema;gardening,immigrant,not applicable,low,21,moderate,36,moderate,39,moderate,62,moderate,47,master's degree,PhD,with good mental health,Islam,homosexual,You spend several hours daily on social media
20260327_105518_result.json,yes,236,yes,110,yes,con thinking,45,3,Rome,in a relationship,vocational diploma,employed full-time,woman,cycling;baking,native-born Italian,plumber,moderate,41,low,19,moderate,33,high,89,high,85,primary school,master's degree,anxious,Islam,bisexual,You spend roughly a few times weekly on social media
20260327_105530_result.json,yes,236,yes,125,yes,con thinking,44,3,Los Angeles,married,upper secondary,employed full-time,woman,painting;cooking;cycling;volunteering,native-born American,delivery driver,moderate,66,moderate,46,moderate,58,moderate,57,moderate,47,primary school,lower secondary,normal,Buddhism,heterosexual,You spend roughly one hour daily on social media
20260327_105542_result.json,yes,283,yes,109,yes,con thinking,70,0,New York,married,master's degree,retired,woman,gardening;yoga,native-born American,not applicable,low,29,high,80,moderate,54,high,67,high,99,primary school,no formal education,with good mental health,Christianity,heterosexual,You spend roughly a few times weekly on social media
20260327_105554_result.json,yes,284,yes,102,yes,con thinking,24,0,New York,single,vocational diploma,employed part-time,agender,hiking;reading novels;volunteering;photography,native-born American,fitness trainer,high,97,moderate,40,high,67,low,0,high,89,primary school,bachelor's degree,anxious,Christianity,heterosexual,You spend a few times monthly on social media
20260327_105606_result.json,yes,240,yes,95,yes,con thinking,39,1,Los Angeles,married,bachelor's degree,employed full-time,man,videogames;board games;painting;cycling;baking,native-born American,civil servant,high,78,high,96,low,5,moderate,45,moderate,63,master's degree,upper secondary,with good mental health,Atheist,heterosexual,You spend a few times monthly on social media
20260327_105618_result.json,yes,258,yes,96,yes,con thinking,21,0,Lecce,single,upper secondary,employed part-time,non-binary,travel;knitting,immigrant,hairdresser,high,72,moderate,50,high,78,moderate,44,low,20,no formal education,primary school,with good mental health,Buddhism,heterosexual,You spend several hours daily on social media
20260327_105629_result.json,yes,237,yes,104,yes,con thinking,65,1,Bologna,single,upper secondary,retired,man,birdwatching;cinema;gardening;painting,native-born Italian,not applicable,moderate,66,high,81,high,85,high,83,low,6,vocational diploma,bachelor's degree,normal,Islam,asexual,You spend a few times monthly on social media
